worker_code,zone_code,assignment_date
"W1984","Z537","2024-04-23"
"W1984","Z334","2024-05-01"
"W1984","Z477","2024-05-27"
"W1984","Z242","2024-06-14"
"W1984","Z556","2024-06-21"
"W1984","Z849","2024-07-06"
"W1984","Z612","2024-07-13"
"W1984","Z416","2024-08-14"
"W1984","Z990","2024-09-19"
"W1984","Z550","2024-10-07"
"W1984","Z303","2024-10-13"
"W1984","Z481","2025-01-31"
"W1985","Z182","2024-03-20"
"W1985","Z668","2024-04-23"
"W1985","Z520","2024-05-10"
"W1985","Z905","2024-05-14"
"W1985","Z73","2024-05-30"
"W1985","Z264","2024-06-10"
"W1985","Z116","2024-06-18"
"W1985","Z180","2024-06-30"
"W1985","Z804","2024-07-06"
"W1985","Z430","2024-07-11"
"W1985","Z970","2024-09-02"
"W1985","Z696","2024-09-10"
"W1985","Z269","2024-10-21"
"W1985","Z551","2024-10-23"
"W1985","Z983","2024-11-02"
"W1985","Z355","2024-11-12"
"W1985","Z75","2024-12-05"
"W1985","Z763","2025-03-02"
"W1986","Z512","2024-03-29"
"W1986","Z10","2024-03-30"
"W1986","Z901","2024-04-28"
"W1986","Z85","2024-06-03"
"W1986","Z214","2024-06-26"
"W1986","Z570","2024-06-28"
"W1986","Z848","2024-09-24"
"W1986","Z741","2024-10-13"
"W1986","Z281","2024-10-14"
"W1986","Z911","2024-12-17"
"W1986","Z846","2025-01-16"
"W1986","Z272","2025-02-25"
"W1987","Z695","2024-03-19"
"W1987","Z567","2024-04-29"
"W1987","Z924","2024-06-15"
"W1987","Z843","2024-07-04"
"W1987","Z807","2024-07-20"
"W1987","Z293","2024-08-11"
"W1987","Z222","2024-08-26"
"W1987","Z353","2024-10-10"
"W1987","Z793","2024-10-30"
"W1987","Z951","2024-12-30"
"W1988","Z363","2024-05-25"
"W1988","Z945","2024-06-06"
"W1988","Z955","2024-07-12"
"W1988","Z776","2024-09-21"
"W1988","Z209","2024-10-01"
"W1988","Z591","2024-10-03"
"W1988","Z411","2024-11-02"
"W1988","Z564","2024-11-16"
"W1988","Z135","2024-12-01"
"W1988","Z469","2024-12-02"
"W1988","Z726","2024-12-05"
"W1988","Z155","2025-01-04"
"W1988","Z268","2025-01-13"
"W1988","Z528","2025-02-12"
"W1989","Z865","2024-04-18"
"W1989","Z159","2024-04-20"
"W1989","Z579","2024-05-24"
"W1989","Z525","2024-06-14"
"W1989","Z909","2024-06-16"
"W1989","Z622","2024-07-03"
"W1989","Z875","2024-08-30"
"W1989","Z89","2024-10-14"
"W1989","Z383","2024-11-08"
"W1989","Z845","2024-11-16"
"W1989","Z668","2025-01-01"
"W1989","Z264","2025-01-10"
"W1989","Z999","2025-01-12"
"W1989","Z421","2025-01-13"
"W1989","Z875","2025-03-04"
"W1989","Z593","2025-03-06"
"W1990","Z733","2024-03-25"
"W1990","Z647","2024-04-30"
"W1990","Z297","2024-05-02"
"W1990","Z475","2024-05-28"
"W1990","Z707","2024-09-06"
"W1990","Z702","2024-09-20"
"W1990","Z740","2024-11-09"
"W1990","Z548","2024-11-26"
"W1990","Z851","2024-12-15"
"W1990","Z591","2024-12-22"
"W1990","Z441","2025-01-21"
"W1990","Z936","2025-03-03"
"W1991","Z17","2024-03-20"
"W1991","Z82","2024-04-11"
"W1991","Z294","2024-04-26"
"W1991","Z222","2024-05-09"
"W1991","Z951","2024-05-12"
"W1991","Z204","2024-06-25"
"W1991","Z450","2024-07-04"
"W1991","Z689","2024-07-31"
"W1991","Z327","2024-10-07"
"W1991","Z715","2024-11-15"
"W1991","Z35","2024-11-22"
"W1992","Z669","2024-04-29"
"W1992","Z106","2024-06-21"
"W1992","Z155","2024-06-27"
"W1992","Z978","2024-07-26"
"W1992","Z91","2024-09-08"
"W1992","Z356","2024-09-16"
"W1992","Z813","2024-09-17"
"W1992","Z995","2024-09-19"
"W1992","Z748","2024-11-07"
"W1992","Z944","2024-11-24"
"W1992","Z522","2024-11-29"
"W1992","Z855","2025-01-04"
"W1992","Z422","2025-02-04"
"W1992","Z904","2025-03-03"
"W1993","Z806","2024-06-03"
"W1993","Z97","2024-06-07"
"W1993","Z18","2024-07-24"
"W1993","Z739","2024-08-17"
"W1993","Z319","2024-09-16"
"W1993","Z298","2024-09-21"
"W1993","Z332","2025-01-10"
"W1993","Z305","2025-01-21"
"W1993","Z521","2025-01-27"
"W1994","Z756","2024-03-22"
"W1994","Z389","2024-03-29"
"W1994","Z365","2024-05-31"
"W1994","Z491","2024-06-28"
"W1994","Z758","2024-07-17"
"W1994","Z939","2024-09-02"
"W1994","Z750","2024-09-09"
"W1994","Z582","2024-11-27"
"W1994","Z176","2024-12-03"
"W1994","Z876","2024-12-31"
"W1994","Z464","2025-01-17"
"W1995","Z890","2024-03-26"
"W1995","Z235","2024-05-11"
"W1995","Z184","2024-05-30"
"W1995","Z477","2024-06-11"
"W1995","Z166","2024-06-13"
"W1995","Z741","2024-07-16"
"W1995","Z298","2024-08-05"
"W1995","Z811","2024-09-05"
"W1995","Z768","2024-09-09"
"W1995","Z431","2024-10-20"
"W1996","Z631","2024-03-25"
"W1996","Z17","2024-04-14"
"W1996","Z174","2024-06-05"
"W1996","Z481","2024-06-28"
"W1996","Z9","2024-06-29"
"W1996","Z648","2024-08-25"
"W1996","Z132","2024-09-11"
"W1996","Z314","2024-10-14"
"W1996","Z16","2025-01-31"
"W1996","Z582","2025-02-01"
"W1996","Z15","2025-02-09"
"W1996","Z403","2025-03-05"
"W1997","Z175","2024-06-15"
"W1997","Z687","2024-07-10"
"W1997","Z816","2024-07-13"
"W1997","Z965","2024-09-10"
"W1997","Z835","2024-09-11"
"W1997","Z786","2024-09-18"
"W1997","Z578","2024-09-21"
"W1997","Z658","2024-10-30"
"W1997","Z300","2024-12-07"
"W1997","Z667","2025-01-13"
"W1997","Z961","2025-02-05"
"W1997","Z927","2025-02-06"
"W1997","Z729","2025-03-07"
"W1997","Z529","2025-03-11"
"W1998","Z851","2024-04-20"
"W1998","Z299","2024-05-15"
"W1998","Z575","2024-05-29"
"W1998","Z617","2024-06-17"
"W1998","Z656","2024-07-15"
"W1998","Z842","2024-10-11"
"W1998","Z393","2024-10-19"
"W1998","Z871","2025-01-28"
"W1998","Z808","2025-02-18"
"W1998","Z636","2025-02-23"
"W1999","Z435","2024-04-23"
"W1999","Z548","2024-04-26"
"W1999","Z505","2024-09-09"
"W1999","Z938","2024-10-24"
"W1999","Z233","2024-12-05"
"W1999","Z985","2025-02-06"
"W1999","Z226","2025-02-20"
"W1999","Z250","2025-03-02"
"W1999","Z285","2025-03-12"
"W2000","Z744","2024-04-01"
"W2000","Z301","2024-04-03"
"W2000","Z858","2024-04-15"
"W2000","Z347","2024-04-17"
"W2000","Z170","2024-05-27"
"W2000","Z195","2024-05-28"
"W2000","Z635","2024-06-17"
"W2000","Z493","2024-06-22"
"W2000","Z560","2024-07-02"
"W2000","Z208","2024-07-16"
"W2000","Z25","2024-07-17"
"W2000","Z33","2024-08-26"
"W2000","Z251","2024-08-31"
"W2000","Z853","2024-09-04"
"W2000","Z574","2024-09-21"
"W2000","Z465","2025-03-11"
"W2001","Z896","2024-03-26"
"W2001","Z408","2024-04-03"
"W2001","Z437","2024-05-16"
"W2001","Z666","2024-05-26"
"W2001","Z17","2024-06-04"
"W2001","Z244","2024-06-15"
"W2001","Z873","2024-06-25"
"W2001","Z846","2024-07-05"
"W2001","Z61","2024-10-15"
"W2001","Z484","2024-10-18"
"W2001","Z770","2024-10-20"
"W2001","Z257","2024-10-31"
"W2001","Z951","2025-02-16"
"W2002","Z469","2024-04-20"
"W2002","Z877","2024-05-21"
"W2002","Z160","2024-05-22"
"W2002","Z807","2024-07-09"
"W2002","Z367","2024-07-21"
"W2002","Z49","2024-09-03"
"W2002","Z449","2024-10-26"
"W2002","Z40","2024-12-10"
"W2002","Z514","2025-01-11"
"W2002","Z334","2025-01-23"
"W2003","Z30","2024-05-02"
"W2003","Z372","2024-05-11"
"W2003","Z874","2024-06-13"
"W2003","Z596","2024-08-26"
"W2003","Z124","2024-09-28"
"W2003","Z146","2024-10-03"
"W2003","Z506","2024-10-07"
"W2003","Z654","2024-12-09"
"W2003","Z819","2024-12-22"
"W2003","Z682","2025-03-07"
"W2004","Z694","2024-03-30"
"W2004","Z347","2024-05-06"
"W2004","Z586","2024-06-11"
"W2004","Z933","2024-09-04"
"W2004","Z651","2024-09-05"
"W2004","Z849","2024-09-13"
"W2004","Z629","2024-09-30"
"W2004","Z848","2024-10-24"
"W2004","Z991","2024-10-28"
"W2004","Z221","2024-11-16"
"W2004","Z378","2024-12-15"
"W2004","Z820","2025-01-11"
"W2004","Z41","2025-01-14"
"W2004","Z275","2025-03-08"
"W2005","Z319","2024-04-03"
"W2005","Z366","2024-05-09"
"W2005","Z777","2024-06-20"
"W2005","Z579","2024-07-04"
"W2005","Z98","2024-08-10"
"W2005","Z989","2024-10-08"
"W2005","Z849","2024-10-17"
"W2005","Z261","2024-11-06"
"W2005","Z735","2024-11-10"
"W2005","Z35","2024-12-19"
"W2005","Z403","2024-12-25"
"W2005","Z382","2025-01-18"
"W2006","Z836","2024-03-28"
"W2006","Z987","2024-09-03"
"W2006","Z226","2024-11-10"
"W2006","Z804","2024-11-20"
"W2006","Z112","2024-11-26"
"W2006","Z84","2024-12-27"
"W2006","Z876","2025-01-22"
"W2006","Z734","2025-01-30"
"W2006","Z624","2025-02-05"
"W2006","Z728","2025-03-10"
"W2006","Z961","2025-03-12"
"W2007","Z148","2024-03-16"
"W2007","Z151","2024-03-20"
"W2007","Z93","2024-04-14"
"W2007","Z173","2024-04-17"
"W2007","Z729","2024-05-26"
"W2007","Z976","2024-06-01"
"W2007","Z690","2024-11-28"
"W2007","Z807","2024-12-15"
"W2007","Z70","2025-02-07"
"W2007","Z516","2025-02-19"
"W2007","Z944","2025-02-26"
"W2007","Z769","2025-02-27"
"W2007","Z20","2025-03-04"
"W2008","Z951","2024-04-23"
"W2008","Z735","2024-05-11"
"W2008","Z813","2024-05-13"
"W2008","Z77","2024-06-21"
"W2008","Z479","2024-07-08"
"W2008","Z321","2024-08-03"
"W2008","Z311","2024-08-06"
"W2008","Z884","2024-08-11"
"W2008","Z795","2024-10-25"
"W2008","Z589","2024-11-24"
"W2008","Z392","2024-12-19"
"W2008","Z792","2025-01-05"
"W2008","Z206","2025-02-15"
"W2008","Z278","2025-02-27"
"W2009","Z275","2024-03-21"
"W2009","Z866","2024-05-17"
"W2009","Z213","2024-08-13"
"W2009","Z110","2024-10-20"
"W2009","Z680","2024-11-03"
"W2009","Z456","2024-11-20"
"W2009","Z510","2024-11-23"
"W2009","Z911","2024-12-12"
"W2009","Z933","2025-01-30"
"W2009","Z862","2025-02-25"
"W2010","Z620","2024-03-18"
"W2010","Z119","2024-04-05"
"W2010","Z632","2024-04-30"
"W2010","Z361","2024-05-30"
"W2010","Z566","2024-06-28"
"W2010","Z992","2024-07-03"
"W2010","Z873","2024-07-14"
"W2010","Z910","2024-08-13"
"W2010","Z722","2024-08-18"
"W2010","Z321","2024-09-08"
"W2010","Z150","2024-10-14"
"W2010","Z255","2024-10-23"
"W2010","Z852","2024-12-01"
"W2010","Z541","2024-12-25"
"W2010","Z472","2025-01-08"
"W2010","Z759","2025-01-23"
"W2010","Z635","2025-02-16"
"W2010","Z142","2025-03-03"
"W2010","Z197","2025-03-06"
"W2011","Z536","2024-03-31"
"W2011","Z194","2024-04-05"
"W2011","Z985","2024-05-06"
"W2011","Z409","2024-07-20"
"W2011","Z488","2024-08-11"
"W2011","Z70","2024-09-06"
"W2011","Z538","2024-10-09"
"W2011","Z451","2024-11-12"
"W2011","Z758","2024-12-12"
"W2011","Z133","2025-01-16"
"W2011","Z895","2025-02-11"
"W2011","Z381","2025-02-20"
"W2011","Z223","2025-03-07"
"W2012","Z136","2024-03-21"
"W2012","Z337","2024-07-31"
"W2012","Z40","2024-09-17"
"W2012","Z892","2024-10-13"
"W2012","Z854","2024-10-22"
"W2012","Z775","2024-11-15"
"W2012","Z989","2024-12-24"
"W2012","Z896","2025-02-12"
"W2012","Z177","2025-02-16"
"W2012","Z114","2025-02-19"
"W2012","Z171","2025-02-23"
"W2013","Z341","2024-05-10"
"W2013","Z849","2024-05-15"
"W2013","Z622","2024-06-14"
"W2013","Z252","2024-06-20"
"W2013","Z504","2024-06-24"
"W2013","Z129","2024-08-27"
"W2013","Z452","2024-09-09"
"W2013","Z501","2024-11-13"
"W2013","Z684","2024-12-19"
"W2013","Z319","2024-12-23"
"W2013","Z562","2025-01-19"
"W2013","Z396","2025-01-24"
"W2013","Z619","2025-03-12"
"W2014","Z987","2024-04-27"
"W2014","Z850","2024-06-29"
"W2014","Z3","2024-08-12"
"W2014","Z410","2024-09-13"
"W2014","Z637","2024-11-08"
"W2014","Z418","2024-11-10"
"W2014","Z714","2024-11-11"
"W2014","Z402","2025-01-07"
"W2014","Z623","2025-01-13"
"W2014","Z380","2025-01-27"
"W2014","Z969","2025-02-14"
"W2014","Z642","2025-02-22"
"W2014","Z860","2025-03-10"
"W2015","Z629","2024-03-30"
"W2015","Z693","2024-03-31"
"W2015","Z661","2024-04-05"
"W2015","Z701","2024-05-27"
"W2015","Z558","2024-06-11"
"W2015","Z78","2024-08-06"
"W2015","Z521","2024-08-09"
"W2015","Z2","2024-08-23"
"W2015","Z818","2024-11-28"
"W2015","Z798","2024-12-14"
"W2015","Z198","2025-01-27"
"W2015","Z340","2025-03-06"
"W2016","Z594","2024-04-20"
"W2016","Z619","2024-05-01"
"W2016","Z322","2024-05-02"
"W2016","Z441","2024-11-02"
"W2016","Z711","2024-12-15"
"W2016","Z65","2024-12-29"
"W2016","Z45","2025-03-09"
"W2017","Z584","2024-04-02"
"W2017","Z222","2024-04-15"
"W2017","Z379","2024-05-16"
"W2017","Z432","2024-06-21"
"W2017","Z528","2024-09-03"
"W2017","Z803","2024-11-20"
"W2017","Z517","2024-11-30"
"W2017","Z201","2024-12-06"
"W2017","Z351","2024-12-10"
"W2017","Z290","2024-12-23"
"W2017","Z789","2025-01-01"
"W2017","Z547","2025-01-19"
"W2018","Z606","2024-08-01"
"W2018","Z70","2024-08-09"
"W2018","Z450","2024-08-19"
"W2018","Z815","2024-08-25"
"W2018","Z964","2024-09-02"
"W2018","Z936","2024-09-05"
"W2018","Z341","2024-09-19"
"W2018","Z82","2024-10-29"
"W2018","Z250","2024-11-01"
"W2018","Z539","2024-11-12"
"W2018","Z479","2024-11-21"
"W2018","Z211","2024-12-31"
"W2018","Z662","2025-01-17"
"W2018","Z642","2025-02-07"
"W2018","Z543","2025-03-04"
"W2019","Z610","2024-04-27"
"W2019","Z289","2024-05-27"
"W2019","Z605","2024-06-22"
"W2019","Z412","2024-06-28"
"W2019","Z638","2024-09-29"
"W2019","Z803","2024-10-23"
"W2019","Z836","2025-01-07"
"W2019","Z476","2025-01-16"
"W2019","Z165","2025-02-02"
"W2020","Z522","2024-04-09"
"W2020","Z673","2024-04-12"
"W2020","Z200","2024-05-13"
"W2020","Z789","2024-05-17"
"W2020","Z948","2024-05-31"
"W2020","Z642","2024-07-04"
"W2020","Z278","2024-07-09"
"W2020","Z706","2024-08-11"
"W2020","Z293","2024-08-30"
"W2020","Z336","2024-09-17"
"W2020","Z254","2024-10-21"
"W2020","Z743","2025-01-09"
"W2020","Z724","2025-01-15"
"W2021","Z256","2024-03-20"
"W2021","Z511","2024-04-03"
"W2021","Z285","2024-04-10"
"W2021","Z373","2024-06-02"
"W2021","Z101","2024-06-17"
"W2021","Z867","2024-06-18"
"W2021","Z908","2024-07-16"
"W2021","Z879","2024-07-18"
"W2021","Z283","2024-07-21"
"W2021","Z508","2024-07-24"
"W2021","Z894","2024-07-25"
"W2021","Z855","2024-08-22"
"W2021","Z690","2024-10-06"
"W2021","Z409","2024-10-16"
"W2021","Z791","2024-10-24"
"W2021","Z956","2024-10-26"
"W2021","Z685","2024-11-25"
"W2021","Z468","2024-12-06"
"W2021","Z27","2025-01-01"
"W2022","Z258","2024-03-21"
"W2022","Z794","2024-04-08"
"W2022","Z865","2024-04-10"
"W2022","Z677","2024-05-17"
"W2022","Z732","2024-06-16"
"W2022","Z140","2024-07-20"
"W2022","Z387","2024-09-10"
"W2022","Z482","2024-10-30"
"W2022","Z412","2024-12-04"
"W2022","Z896","2024-12-17"
"W2022","Z910","2024-12-22"
"W2022","Z670","2025-01-02"
"W2022","Z305","2025-02-06"
"W2022","Z828","2025-02-27"
"W2022","Z540","2025-02-28"
"W2023","Z869","2024-03-17"
"W2023","Z402","2024-03-20"
"W2023","Z519","2024-04-09"
"W2023","Z284","2024-05-23"
"W2023","Z553","2024-08-02"
"W2023","Z712","2024-08-08"
"W2023","Z592","2024-09-02"
"W2023","Z130","2024-09-09"
"W2023","Z734","2024-10-06"
"W2023","Z727","2024-11-18"
"W2023","Z138","2024-11-25"
"W2023","Z312","2024-11-28"
"W2023","Z897","2024-12-10"
"W2023","Z163","2024-12-29"
"W2023","Z305","2024-12-30"
"W2023","Z500","2025-01-09"
"W2023","Z847","2025-02-07"
"W2024","Z943","2024-03-15"
"W2024","Z581","2024-03-23"
"W2024","Z779","2024-08-16"
"W2024","Z177","2024-08-26"
"W2024","Z991","2024-10-12"
"W2024","Z17","2024-11-13"
"W2024","Z642","2025-02-16"
"W2024","Z496","2025-02-23"
"W2024","Z346","2025-02-27"
"W2025","Z697","2024-03-14"
"W2025","Z54","2024-04-23"
"W2025","Z815","2024-04-25"
"W2025","Z296","2024-05-09"
"W2025","Z627","2024-07-11"
"W2025","Z118","2024-08-25"
"W2025","Z701","2024-09-10"
"W2025","Z988","2024-12-06"
"W2025","Z954","2024-12-11"
"W2025","Z473","2025-02-25"
"W2026","Z168","2024-03-31"
"W2026","Z299","2024-04-06"
"W2026","Z811","2024-04-20"
"W2026","Z320","2024-04-21"
"W2026","Z440","2024-05-22"
"W2026","Z994","2024-05-23"
"W2026","Z638","2024-05-24"
"W2026","Z778","2024-07-20"
"W2026","Z851","2024-07-24"
"W2026","Z340","2024-08-29"
"W2026","Z364","2024-09-09"
"W2026","Z927","2024-11-09"
"W2026","Z808","2024-11-13"
"W2026","Z850","2024-12-20"
"W2026","Z858","2025-01-15"
"W2026","Z360","2025-02-20"
"W2027","Z205","2024-06-25"
"W2027","Z917","2024-07-10"
"W2027","Z777","2024-08-04"
"W2027","Z462","2024-09-21"
"W2027","Z583","2024-09-24"
"W2027","Z661","2024-11-03"
"W2027","Z835","2024-12-02"
"W2027","Z163","2024-12-19"
"W2028","Z521","2024-04-07"
"W2028","Z422","2024-04-13"
"W2028","Z441","2024-05-01"
"W2028","Z425","2024-05-15"
"W2028","Z434","2024-06-02"
"W2028","Z185","2024-07-12"
"W2028","Z784","2024-08-20"
"W2028","Z176","2024-09-01"
"W2028","Z792","2024-09-19"
"W2028","Z676","2024-10-11"
"W2028","Z811","2024-10-26"
"W2028","Z396","2024-11-03"
"W2028","Z476","2024-11-07"
"W2028","Z875","2024-11-17"
"W2028","Z95","2025-01-27"
"W2028","Z139","2025-03-11"
"W2029","Z936","2024-03-24"
"W2029","Z322","2024-04-19"
"W2029","Z943","2024-05-14"
"W2029","Z661","2024-05-18"
"W2029","Z375","2024-05-22"
"W2029","Z806","2024-08-09"
"W2029","Z320","2024-10-05"
"W2029","Z321","2024-11-06"
"W2029","Z41","2024-12-17"
"W2029","Z592","2024-12-19"
"W2029","Z943","2025-02-19"
"W2030","Z167","2024-05-04"
"W2030","Z756","2024-06-05"
"W2030","Z559","2024-06-12"
"W2030","Z543","2024-06-13"
"W2030","Z646","2024-07-23"
"W2030","Z919","2024-08-07"
"W2030","Z767","2024-10-31"
"W2030","Z365","2025-01-12"
"W2030","Z665","2025-02-19"
"W2030","Z910","2025-02-27"
"W2031","Z970","2024-04-17"
"W2031","Z940","2024-05-05"
"W2031","Z517","2024-05-10"
"W2031","Z634","2024-05-12"
"W2031","Z78","2024-05-18"
"W2031","Z393","2024-07-16"
"W2031","Z267","2024-08-12"
"W2031","Z910","2024-10-04"
"W2031","Z481","2024-10-06"
"W2031","Z916","2024-11-07"
"W2031","Z38","2024-12-17"
"W2031","Z11","2025-03-05"
"W2031","Z550","2025-03-11"
"W2032","Z645","2024-04-28"
"W2032","Z871","2024-07-01"
"W2032","Z176","2024-07-21"
"W2032","Z630","2024-08-17"
"W2032","Z453","2024-09-07"
"W2032","Z575","2024-09-13"
"W2032","Z781","2024-10-21"
"W2032","Z184","2024-11-29"
"W2032","Z805","2025-01-11"
"W2033","Z505","2024-03-22"
"W2033","Z436","2024-05-29"
"W2033","Z497","2024-06-27"
"W2033","Z115","2024-07-10"
"W2033","Z197","2024-08-25"
"W2033","Z876","2024-09-12"
"W2033","Z916","2024-10-04"
"W2033","Z976","2024-10-25"
"W2033","Z519","2024-10-31"
"W2033","Z800","2024-11-01"
"W2033","Z106","2024-11-21"
"W2033","Z741","2025-01-20"
"W2033","Z759","2025-03-10"
"W2034","Z980","2024-05-22"
"W2034","Z61","2024-05-24"
"W2034","Z614","2024-05-26"
"W2034","Z652","2024-06-12"
"W2034","Z963","2024-07-28"
"W2034","Z741","2024-07-31"
"W2034","Z253","2024-08-19"
"W2034","Z817","2024-08-25"
"W2034","Z439","2024-09-08"
"W2034","Z459","2024-09-27"
"W2034","Z133","2024-09-29"
"W2034","Z443","2024-10-10"
"W2034","Z186","2024-10-18"
"W2034","Z931","2024-10-29"
"W2034","Z818","2024-12-15"
"W2034","Z838","2024-12-17"
"W2034","Z323","2024-12-31"
"W2034","Z324","2025-03-09"
"W2035","Z762","2024-03-27"
"W2035","Z63","2024-05-13"
"W2035","Z650","2024-05-23"
"W2035","Z3","2024-05-24"
"W2035","Z737","2024-06-03"
"W2035","Z642","2024-06-22"
"W2035","Z675","2024-07-07"
"W2035","Z436","2024-09-29"
"W2035","Z320","2024-11-05"
"W2035","Z838","2024-11-06"
"W2035","Z73","2024-11-14"
"W2035","Z701","2024-12-06"
"W2035","Z893","2025-02-07"
"W2035","Z307","2025-02-08"
"W2035","Z343","2025-03-06"
"W2035","Z116","2025-03-09"
"W2036","Z498","2024-04-17"
"W2036","Z551","2024-05-31"
"W2036","Z782","2024-09-02"
"W2036","Z784","2024-10-03"
"W2036","Z792","2024-11-01"
"W2036","Z935","2024-11-04"
"W2036","Z231","2024-11-06"
"W2036","Z546","2024-12-14"
"W2036","Z358","2024-12-17"
"W2037","Z406","2024-03-27"
"W2037","Z147","2024-04-21"
"W2037","Z235","2024-05-29"
"W2037","Z792","2024-07-27"
"W2037","Z293","2024-07-31"
"W2037","Z853","2024-09-29"
"W2037","Z562","2024-12-15"
"W2037","Z330","2025-02-18"
"W2037","Z848","2025-03-08"
"W2038","Z226","2024-05-25"
"W2038","Z24","2024-06-01"
"W2038","Z37","2024-06-10"
"W2038","Z307","2024-06-13"
"W2038","Z620","2024-08-28"
"W2038","Z909","2024-09-06"
"W2038","Z580","2024-10-10"
"W2038","Z500","2025-01-17"
"W2038","Z245","2025-02-11"
"W2038","Z231","2025-02-13"
"W2039","Z989","2024-03-24"
"W2039","Z231","2024-03-31"
"W2039","Z352","2024-05-04"
"W2039","Z910","2024-06-22"
"W2039","Z925","2024-07-05"
"W2039","Z471","2024-07-16"
"W2039","Z602","2024-08-02"
"W2039","Z381","2024-08-09"
"W2039","Z533","2024-08-26"
"W2039","Z676","2024-09-10"
"W2039","Z516","2024-10-08"
"W2039","Z147","2024-10-20"
"W2039","Z647","2024-10-25"
"W2039","Z679","2024-10-29"
"W2039","Z151","2024-11-24"
"W2039","Z634","2025-01-20"
"W2039","Z738","2025-01-27"
"W2040","Z501","2024-04-13"
"W2040","Z744","2024-04-14"
"W2040","Z247","2024-05-06"
"W2040","Z668","2024-05-12"
"W2040","Z735","2024-07-20"
"W2040","Z895","2024-10-19"
"W2040","Z863","2024-10-22"
"W2040","Z816","2024-11-05"
"W2040","Z643","2024-12-08"
"W2040","Z64","2025-01-04"
"W2040","Z519","2025-02-03"
"W2040","Z72","2025-02-09"
"W2041","Z53","2024-03-25"
"W2041","Z275","2024-03-30"
"W2041","Z974","2024-04-11"
"W2041","Z567","2024-05-10"
"W2041","Z262","2024-07-07"
"W2041","Z487","2024-07-11"
"W2041","Z155","2024-08-17"
"W2041","Z281","2024-08-21"
"W2041","Z963","2024-09-18"
"W2041","Z180","2024-10-05"
"W2041","Z415","2024-10-07"
"W2041","Z448","2024-11-14"
"W2041","Z398","2024-11-22"
"W2041","Z806","2025-01-25"
"W2041","Z98","2025-02-01"
"W2041","Z118","2025-03-04"
"W2041","Z637","2025-03-09"
"W2042","Z190","2024-03-15"
"W2042","Z290","2024-04-08"
"W2042","Z418","2024-05-09"
"W2042","Z29","2024-06-07"
"W2042","Z586","2024-06-15"
"W2042","Z177","2024-07-07"
"W2042","Z218","2024-07-26"
"W2042","Z153","2024-07-28"
"W2042","Z411","2024-08-26"
"W2042","Z822","2024-09-16"
"W2042","Z39","2024-09-24"
"W2042","Z641","2024-11-04"
"W2042","Z463","2024-11-12"
"W2042","Z791","2024-11-23"
"W2043","Z303","2024-07-27"
"W2043","Z510","2024-08-10"
"W2043","Z887","2024-10-19"
"W2043","Z867","2024-10-23"
"W2043","Z62","2024-11-03"
"W2043","Z369","2024-11-29"
"W2043","Z511","2024-12-03"
"W2043","Z627","2025-01-06"
"W2043","Z654","2025-01-14"
"W2043","Z117","2025-02-13"
"W2044","Z243","2024-04-09"
"W2044","Z236","2024-05-04"
"W2044","Z541","2024-06-03"
"W2044","Z294","2024-08-02"
"W2044","Z28","2024-10-02"
"W2044","Z465","2024-10-15"
"W2044","Z780","2024-11-28"
"W2044","Z666","2024-12-24"
"W2044","Z843","2025-01-19"
"W2044","Z863","2025-02-12"
"W2045","Z882","2024-04-02"
"W2045","Z865","2024-04-05"
"W2045","Z786","2024-06-18"
"W2045","Z485","2024-07-22"
"W2045","Z841","2024-11-09"
"W2045","Z951","2024-11-29"
"W2045","Z746","2025-02-17"
"W2045","Z465","2025-03-04"
"W2045","Z125","2025-03-13"
"W2046","Z461","2024-04-12"
"W2046","Z31","2024-05-21"
"W2046","Z49","2024-05-30"
"W2046","Z494","2024-07-10"
"W2046","Z293","2024-08-02"
"W2046","Z486","2024-12-18"
"W2047","Z341","2024-04-26"
"W2047","Z253","2024-05-23"
"W2047","Z640","2024-07-15"
"W2047","Z617","2024-09-07"
"W2047","Z389","2024-09-09"
"W2047","Z245","2024-10-25"
"W2047","Z223","2024-11-05"
"W2047","Z282","2024-11-09"
"W2047","Z997","2024-11-17"
"W2047","Z761","2024-11-29"
"W2047","Z288","2024-12-07"
"W2047","Z959","2025-03-13"
"W2048","Z411","2024-03-18"
"W2048","Z361","2024-03-30"
"W2048","Z474","2024-04-04"
"W2048","Z525","2024-05-24"
"W2048","Z287","2024-06-14"
"W2048","Z996","2024-08-09"
"W2048","Z962","2024-09-04"
"W2048","Z888","2024-11-13"
"W2048","Z481","2024-12-30"
"W2048","Z318","2025-01-18"
"W2048","Z673","2025-01-20"
"W2048","Z704","2025-02-28"
"W2049","Z34","2024-04-19"
"W2049","Z141","2024-05-04"
"W2049","Z248","2024-05-16"
"W2049","Z105","2024-05-25"
"W2049","Z559","2024-07-10"
"W2049","Z52","2024-08-21"
"W2049","Z766","2024-09-09"
"W2049","Z654","2024-11-15"
"W2049","Z578","2024-12-20"
"W2049","Z960","2025-01-03"
"W2049","Z688","2025-01-16"
"W2049","Z912","2025-03-03"
"W2050","Z828","2024-03-14"
"W2050","Z659","2024-03-26"
"W2050","Z501","2024-05-16"
"W2050","Z688","2024-07-20"
"W2050","Z628","2024-08-05"
"W2050","Z717","2024-08-09"
"W2050","Z485","2025-01-20"
"W2050","Z837","2025-02-07"
"W2050","Z988","2025-02-14"
